PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,detected_samples,missing_pct,median_positive_abundance
O14737,PDCD5,Programmed cell death protein 5,PDCD5_HUMAN,0.6188346776770478,0.0073810825587752,14285.08,243,53.179190751445084,146.3441314697266
O14744,PRMT5,Protein arginine N-methyltransferase 5,ANM5_HUMAN,0.7263551890775225,0.0073810825587752,72683.86,328,36.80154142581888,142.38217163085935
O14745,NHERF1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,NHRF1_HUMAN,0.9816309644101262,0.0016233766233766,38868.43,516,0.5780346820809248,278.8370971679688
O14773,TPP1,Tripeptidyl-peptidase 1,TPP1_HUMAN,1.357895218820916,0.0073810825587752,61247.93,406,21.772639691714836,249.33106994628912
O14775,GNB5,Guanine nucleotide-binding protein subunit beta-5,GNB5_HUMAN,0.9282244660277056,0.0075880758807588,43566.29,82,84.20038535645472,159.7841339111328
O14786,NRP1,Neuropilin-1,NRP1_HUMAN,0.4306481184347407,0.0016233766233766,103134.34,519,0.0,18127.203125
O14787,TNPO2,Transportin-2,TNPO2_HUMAN,1.337672284171629,0.0073810825587752,101388.17,34,93.44894026974951,20.22142601013184
O14791,APOL1,Apolipoprotein L1,APOL1_HUMAN,0.5162644622665462,0.0016233766233766,43974.2,519,0.0,42292.640625
O14818,PSMA7,Proteasome subunit alpha type-7,PSA7_HUMAN,0.7879961135970243,0.0016233766233766,27886.84,511,1.5414258188824663,381.0867309570313
O14880,MGST3,"Glutathione S-transferase 3, mitochondrial",MGST3_HUMAN,1.415211560563112,0.0073810825587752,16516.3,25,95.18304431599229,88.77848815917969
O14920,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKKB_HUMAN,0.6848762375484714,0.0073810825587752,86563.89,40,92.29287090558766,48.572593688964844
O14950;P19105,MYL12B;MYL12A,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A,ML12B_HUMAN;ML12A_HUMAN,2.341878462933501,0.0016233766233766,19779.15;19794.13,515,0.7707129094412332,700.2354125976562
O14960,LECT2,Leukocyte cell-derived chemotaxin-2,LECT2_HUMAN,0.9654390502748236,0.0073810825587752,16389.96,519,0.0,3484.34521484375
O14964,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS_HUMAN,0.906119106941625,0.0073810825587752,86192.02,232,55.29865125240848,82.98328399658203
O14974,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,MYPT1_HUMAN,1.170582691919366,0.0073810825587752,115280.71,234,54.91329479768786,101.5726547241211
O14976,GAK,Cyclin-G-associated kinase,GAK_HUMAN,1.874355412405743,0.0073810825587752,143190.56,50,90.36608863198458,60.97861862182617
O14979,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,HNRDL_HUMAN,0.8630309868616091,0.006765899864682,46437.53,350,32.5626204238921,160.53741455078125
O14980,XPO1,Exportin-1,XPO1_HUMAN,3.195232868037096,0.0073810825587752,123385.88,324,37.57225433526011,60.40872764587402
O14983,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,AT2A1_HUMAN,2.041515076972872,0.0073810825587752,110252.48,354,31.79190751445087,189.8260650634765
O15013;Q9HCE6,ARHGEF10;ARHGEF10L,Rho guanine nucleotide exchange factor 10;Rho guanine nucleotide exchange factor 10-like protein,ARHGA_HUMAN;ARGAL_HUMAN,1.778151945453667,0.0073810825587752,151611.53;140379.34,213,58.95953757225434,935.7005004882812
O15031,PLXNB2,Plexin-B2,PLXB2_HUMAN,0.5344682778499655,0.0072727272727272,205127.21,459,11.560693641618498,179.3587493896484
O15033,AREL1,Apoptosis-resistant E3 ubiquitin protein ligase 1,AREL1_HUMAN,0.6985743201586477,0.0073810825587752,94222.66,180,65.3179190751445,245.35531616210938
O15067,PFAS,Phosphoribosylformylglycinamidine synthase,PUR4_HUMAN,0.8074067158739976,0.0073810825587752,144734.36,132,74.56647398843931,89.5602798461914
O15075,DCLK1,Serine/threonine-protein kinase DCLK1,DCLK1_HUMAN,0.9731926226135936,0.0084790673025967,82223.99,15,97.10982658959537,73.86189270019531
O15084,ANKRD28,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,ANR28_HUMAN,0.8382566665376123,0.0040983606557377,112965.79,317,38.921001926782274,94.09323120117188
O15111,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,IKKA_HUMAN,0.975282820191512,0.0078146052277014,84639.58,273,47.398843930635834,214.5137481689453
O15116,LSM1,U6 snRNA-associated Sm-like protein LSm1,LSM1_HUMAN,1.056769944652818,0.0084790673025967,15179.42,23,95.56840077071291,51.93750762939453
O15117,FYB1,FYN-binding protein 1,FYB1_HUMAN,1.457906559514832,0.0040983606557377,85387.1,434,16.377649325626205,104.1988105773926
O15118,NPC1,NPC intracellular cholesterol transporter 1,NPC1_HUMAN,0.728496404704573,0.0073810825587752,142166.85,141,72.83236994219652,217.9967041015625
O15126,SCAMP1,Secretory carrier-associated membrane protein 1,SCAM1_HUMAN,1.989057539827578,0.0084790673025967,37920.43,36,93.0635838150289,48.94610023498535
O15127,SCAMP2,Secretory carrier-associated membrane protein 2,SCAM2_HUMAN,0.6022498147872031,0.0073810825587752,36648.91,35,93.25626204238921,74.43695831298828
O15143,ARPC1B,Actin-related protein 2/3 complex subunit 1B,ARC1B_HUMAN,1.668715290639565,0.0073810825587752,40949.78,457,11.946050096339114,515.5159301757812
O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,ARPC2_HUMAN,2.107461014839014,0.0040983606557377,34333.01,495,4.624277456647398,244.7471160888672
O15145,ARPC3,Actin-related protein 2/3 complex subunit 3,ARPC3_HUMAN,1.843347242918242,0.0016233766233766,20546.67,507,2.312138728323699,249.3058013916016
O15155,BET1,BET1 homolog,BET1_HUMAN,0.955167754021168,0.0073810825587752,13289.42,42,91.90751445086705,140.0645904541016
O15173,PGRMC2,Membrane-associated progesterone receptor component 2,PGRC2_HUMAN,1.293521612758916,0.0073810825587752,23818.45,135,73.98843930635837,75.06829071044922
O15194,CTDSPL,CTD small phosphatase-like protein,CTDSL_HUMAN,0.8620657524183343,0.0073810825587752,31128.62,58,88.82466281310212,97.52644348144534
O15204,ADAMDEC1,ADAM DEC1,ADEC1_HUMAN,0.6075195856906386,0.0016233766233766,52775.42,519,0.0,949.0390625
O15212,PFDN6,Prefoldin subunit 6,PFD6_HUMAN,0.9276151237881018,0.0073810825587752,14582.66,91,82.46628131021194,68.1250228881836
O15213,WDR46,WD repeat-containing protein 46,WDR46_HUMAN,1.058540604800971,0.0075880758807588,68071.09,12,97.6878612716763,61.689138412475586
O15230,LAMA5,Laminin subunit alpha-5,LAMA5_HUMAN,1.608636471411115,0.0073810825587752,399737.21,140,73.02504816955684,62.034738540649414
O15231,ZNF185,Zinc finger protein 185,ZN185_HUMAN,1.250051486561103,0.0073810825587752,73525.45,118,77.26396917148362,59.21528625488281
O15258,RER1,Protein RER1,RER1_HUMAN,0.8300932444419543,0.0072727272727272,22957.96,66,87.28323699421965,156.55655670166016
O15260,SURF4,Surfeit locus protein 4,SURF4_HUMAN,1.247186241211776,0.0040983606557377,30394,194,62.6204238921002,143.1723556518555
O15264,MAPK13,Mitogen-activated protein kinase 13,MK13_HUMAN,0.5570779258583468,0.0073810825587752,42089.59,137,73.60308285163777,760.5238647460938
O15269,SPTLC1,Serine palmitoyltransferase 1,SPTC1_HUMAN,1.019972709255689,0.0073810825587752,52743.95,18,96.53179190751445,64.42443084716797
O15294,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,OGT1_HUMAN,0.8179920660206557,0.0073810825587752,116924.6,16,96.91714836223507,32.54072952270508
O15305,PMM2,Phosphomannomutase 2,PMM2_HUMAN,0.7906002326198226,0.0072727272727272,28082.14,202,61.078998073217726,53.12559509277344
O15327,INPP4B,Inositol polyphosphate 4-phosphatase type II,INP4B_HUMAN,0.9846851789090316,0.0073810825587752,104737.98,70,86.51252408477842,42.89190483093262
O15335,CHAD,Chondroadherin,CHAD_HUMAN,0.5883545323558997,0.0058910162002945,40475.82,519,0.0,2276.811767578125
O15357,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",SHIP2_HUMAN,1.004105701360806,0.0073810825587752,138598.86,28,94.60500963391137,91.67809295654297
O15371,EIF3D,Eukaryotic translation initiation factor 3 subunit D,EIF3D_HUMAN,0.7878934018138442,0.0073810825587752,63972.77,241,53.5645472061657,87.46516418457031
O15372,EIF3H,Eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,1.411133578191093,0.0073810825587752,39930.31,115,77.84200385356455,54.4360466003418
O15389,SIGLEC5,Sialic acid-binding Ig-like lectin 5,SIGL5_HUMAN,1.060391455308747,0.0073810825587752,60715.15,54,89.59537572254335,90.28903198242188
O15394,NCAM2,Neural cell adhesion molecule 2,NCAM2_HUMAN,0.7387782681490335,0.0073810825587752,93046.26,78,84.97109826589595,59.70647048950195
O15400,STX7,Syntaxin-7,STX7_HUMAN,0.7261868476216492,0.0016233766233766,29815.53,511,1.5414258188824663,401.04248046875
O15427,SLC16A3,Monocarboxylate transporter 4,MOT4_HUMAN,0.8283405739032401,0.0073810825587752,49469.38,164,68.40077071290945,56.10208511352539
O15439,ABCC4,ATP-binding cassette sub-family C member 4,MRP4_HUMAN,0.9849012774297964,0.0073810825587752,149526.76,266,48.747591522158,104.29656982421875
O15466,ST8SIA5,"Alpha-2,8-sialyltransferase 8E",SIA8E_HUMAN,0.5424199567481442,0.0016233766233766,43894.86,518,0.1926782273603083,653.3939819335938
O15498,YKT6,Synaptobrevin homolog YKT6,YKT6_HUMAN,0.9742106190432094,0.0040983606557377,22417.58,452,12.909441233140656,144.78035736083984
O15511,ARPC5,Actin-related protein 2/3 complex subunit 5,ARPC5_HUMAN,1.810807098482288,0.0016233766233766,16320.42,495,4.624277456647398,281.9206237792969
O15533,TAPBP,Tapasin,TPSN_HUMAN,1.366669861104484,0.0073810825587752,47570.68,217,58.1888246628131,123.3552474975586
O43143,DHX15,ATP-dependent RNA helicase DHX15,DHX15_HUMAN,1.440676020588383,0.0073810825587752,90932.82,146,71.86897880539499,88.39790725708008
O43149,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,ZZEF1_HUMAN,1.038372164895917,0.0073810825587752,331075.3,292,43.73795761078998,57.43638801574707
O43150,ASAP2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",ASAP2_HUMAN,1.27440713154262,0.0072727272727272,111650.57,148,71.48362235067437,55.28193473815918
O43157,PLXNB1,Plexin-B1,PLXB1_HUMAN,0.4256913654816718,0.0016233766233766,232297.66,519,0.0,6802.9189453125
O43169,CYB5B,Cytochrome b5 type B,CYB5B_HUMAN,1.107604182589487,0.0073810825587752,16694.55,72,86.1271676300578,65.95272445678711
O43173,ST8SIA3,"Alpha-N-acetylneuraminate alpha-2,8-sialyltransferase ST8SIA3",SIA8C_HUMAN,0.5589931385847813,0.0072727272727272,43969.84,421,18.88246628131021,119.6137542724609
O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,SERA_HUMAN,1.364716447332102,0.0073810825587752,56650.5,215,58.57418111753372,49.90282821655273
O43181,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUS4_HUMAN,0.8347263833774097,0.0073810825587752,20107.97,40,92.29287090558766,111.53511047363284
O43182,ARHGAP6,Rho GTPase-activating protein 6,RHG06_HUMAN,1.508982071202218,0.0040983606557377,105947.48,185,64.35452793834297,114.4190673828125
O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,PSMD3_HUMAN,0.867907809682471,0.0040983606557377,60977.55,402,22.54335260115607,110.5811653137207
O43294,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,TGFI1_HUMAN,1.552860928627799,0.0040983606557377,49814.19,279,46.24277456647399,91.81617736816406
O43298,ZBTB43,Zinc finger and BTB domain-containing protein 43,ZBT43_HUMAN,0.995042608977198,0.0073810825587752,52630.47,148,71.48362235067437,111.0285491943359
O43306,ADCY6,Adenylate cyclase type 6,ADCY6_HUMAN,0.9859240437662826,0.0072727272727272,130615.38,68,86.89788053949904,133.54071807861328
O43312,MTSS1,Protein MTSS 1,MTSS1_HUMAN,1.114646685755896,0.0072727272727272,82251.09,152,70.71290944123314,88.13511276245117
O43314,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,VIP2_HUMAN,0.865810261019338,0.0073810825587752,140406.72,16,96.91714836223507,73.87297439575195
O43324,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,MCA3_HUMAN,1.088424918448175,0.0073810825587752,19810.57,119,77.07129094412332,74.66121673583984
O43390,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,HNRPR_HUMAN,1.261534288860527,0.0072727272727272,70943.07,179,65.51059730250482,93.53409576416016
O43396,TXNL1,Thioredoxin-like protein 1,TXNL1_HUMAN,1.103041261560183,0.0072727272727272,32251.3,468,9.826589595375722,305.10923767089844
O43399,TPD52L2,Tumor protein D54,TPD54_HUMAN,1.429748432514579,0.0073810825587752,22237.72,473,8.863198458574182,2794.33544921875
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H,PPIH_HUMAN,0.7871296272520966,0.0072727272727272,19208.12,48,90.7514450867052,72.18753433227539
O43451,MGAM,Maltase-glucoamylase,MGA_HUMAN,0.8768562761833503,0.0073810825587752,312022.38,106,79.57610789980733,192.78180694580078
O43488,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,ARK72_HUMAN,1.267377533042806,0.0040983606557377,39588.97,415,20.03853564547206,124.91748046875
O43491,EPB41L2,Band 4.1-like protein 2,E41L2_HUMAN,1.031662626981806,0.0072727272727272,112588.08,460,11.368015414258188,174.49036407470703
O43493,TGOLN2,Trans-Golgi network integral membrane protein 2,TGON2_HUMAN,0.5817430702504486,0.0073810825587752,45879.57,155,70.13487475915221,35.56769561767578
O43504,LAMTOR5,Ragulator complex protein LAMTOR5,LTOR5_HUMAN,0.9302685338496212,0.0072727272727272,9613.91,161,68.97880539499036,124.3543701171875
O43505,B4GAT1,"Beta-1,4-glucuronyltransferase 1",B4GA1_HUMAN,0.5548916926322166,0.0073810825587752,47119.06,411,20.809248554913296,135.6436462402344
O43516,WIPF1,WAS/WASL-interacting protein family member 1,WIPF1_HUMAN,1.987779765962191,0.0073810825587752,51258.49,259,50.09633911368015,130.9251708984375
O43529,CHST10,Carbohydrate sulfotransferase 10,CHSTA_HUMAN,0.7834160544584446,0.0016233766233766,42206.92,480,7.514450867052023,148.17200469970703
O43548,TGM5,Protein-glutamine gamma-glutamyltransferase 5,TGM5_HUMAN,0.7612074159757319,0.0073810825587752,80777.76,167,67.82273603082851,59.49248123168945
O43561,LAT,Linker for activation of T-cells family member 1,LAT_HUMAN,1.190196484999667,0.0040983606557377,27929.78,87,83.23699421965318,85.69881439208984
O43566,RGS14,Regulator of G-protein signaling 14,RGS14_HUMAN,1.050438764621391,0.0073810825587752,61446.94,65,87.47591522157995,32.82891845703125
O43583,DENR,Density-regulated protein,DENR_HUMAN,0.8945339988817418,0.0084790673025967,22092.01,170,67.2447013487476,131.09022521972656
O43598,DNPH1,5-hydroxymethyl-dUMP N-hydrolase,DNPH1_HUMAN,1.62147222914333,0.0094562647754137,19108.43,73,85.9344894026975,89.21586608886719
O43615,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,TIM44_HUMAN,1.952515385893325,0.0073810825587752,51355.72,112,78.42003853564547,501.2105712890625
O43617,TRAPPC3,Trafficking protein particle complex subunit 3,TPPC3_HUMAN,2.567696330900945,0.0073810825587752,20274.1,118,77.26396917148362,87.26517105102539
O43633,CHMP2A,Charged multivesicular body protein 2a,CHM2A_HUMAN,0.8842009213563078,0.0072727272727272,25103.93,285,45.08670520231214,141.9116058349609
O43639,NCK2,Cytoplasmic protein NCK2,NCK2_HUMAN,1.308463501041229,0.0073810825587752,42915.08,246,52.601156069364166,135.0488739013672
O43665,RGS10,Regulator of G-protein signaling 10,RGS10_HUMAN,1.347504270235312,0.0072727272727272,21209.92,297,42.77456647398844,151.1578674316406
O43676,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,NDUB3_HUMAN,0.7572292061465155,0.0073810825587752,11401.96,37,92.8709055876686,88.3539810180664
O43678,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUA2_HUMAN,0.9312893631067476,0.0073810825587752,10921.56,28,94.60500963391137,186.961051940918
O43681,GET3,ATPase GET3,GET3_HUMAN,1.022639845765506,0.0040983606557377,38792.77,438,15.606936416184972,178.28397369384766
O43684,BUB3,Mitotic checkpoint protein BUB3,BUB3_HUMAN,0.8415181832060241,0.0087347803070407,37154.77,23,95.56840077071291,51.93595123291016
O43704,SULT1B1,Sulfotransferase 1B1,ST1B1_HUMAN,1.029945711898995,0.0073810825587752,34899.2,8,98.45857418111753,55.6822509765625
O43707,ACTN4,Alpha-actinin-4,ACTN4_HUMAN,1.633500202236717,0.0016233766233766,104854.04,502,3.275529865125241,120.47887802124025
O43747,AP1G1,AP-1 complex subunit gamma-1,AP1G1_HUMAN,1.572024095009641,0.0073810825587752,91351.45,276,46.82080924855491,50.92369842529297
O43752,STX6,Syntaxin-6,STX6_HUMAN,0.5110637894600019,0.0092250922509225,29175.95,73,85.9344894026975,67.6393051147461
O43765,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,SGTA_HUMAN,0.5907527192265961,0.0073810825587752,34063.08,108,79.1907514450867,90.15349578857422
O43768,ENSA,Alpha-endosulfine,ENSA_HUMAN,1.129234639957368,0.0072727272727272,13389.01,168,67.63005780346822,96.39388275146484
O43776,NARS1,"Asparagine--tRNA ligase, cytoplasmic",SYNC_HUMAN,0.9187222388981706,0.0073810825587752,62942.91,102,80.34682080924856,97.42783737182617
O43813,LANCL1,Glutathione S-transferase LANCL1,LANC1_HUMAN,0.7782235228294901,0.0073810825587752,45283.09,289,44.3159922928709,124.7270050048828
O43815,STRN,Striatin,STRN_HUMAN,2.924778462493086,0.0072727272727272,86132.11,91,82.46628131021194,88.96598815917969
O43847,NRDC,Nardilysin,NRDC_HUMAN,2.134707557431316,0.006765899864682,131700.73,360,30.63583815028902,90.1121826171875
O43852,CALU,Calumenin,CALU_HUMAN,1.404009936863712,0.0016233766233766,37106.78,519,0.0,3357.864013671875
O43865,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,SAHH2_HUMAN,1.436685092859081,0.0073810825587752,58951.42,94,81.88824662813103,131.15222930908206
O43866,CD5L,CD5 antigen-like,CD5L_HUMAN,0.6454485256142682,0.0072727272727272,38087.79,518,0.1926782273603083,64261.341796875
O43895,XPNPEP2,Xaa-Pro aminopeptidase 2,XPP2_HUMAN,0.9769598637605684,0.006765899864682,75624.81,187,63.969171483622354,102.4353179931641
O43897,TLL1,Tolloid-like protein 1,TLL1_HUMAN,0.5272508671632387,0.0072727272727272,114708.7,459,11.560693641618498,922.3458862304688
O43915,VEGFD,Vascular endothelial growth factor D,VEGFD_HUMAN,0.5246882299116015,0.0072727272727272,40444.36,142,72.63969171483622,119.05028533935545
O43920,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,NDUS5_HUMAN,0.8239048488133789,0.0073810825587752,12517.5,24,95.37572254335261,113.4899482727051
O60229,KALRN,Kalirin,KALRN_HUMAN,1.122506232689075,0.0016233766233766,340260.99,384,26.011560693641616,795.1230773925781
O60234,GMFG,Glia maturation factor gamma,GMFG_HUMAN,1.60900718376773,0.0065597667638483,16801.31,396,23.699421965317917,148.66686248779297
O60240,PLIN1,Perilipin-1,PLIN1_HUMAN,5.454413350226416,0.0016233766233766,55990.36,452,12.909441233140656,109.59427642822266
O60241,ADGRB2,Adhesion G protein-coupled receptor B2,AGRB2_HUMAN,0.6337990689392731,0.0073810825587752,172655.92,120,76.878612716763,101.08301544189455
O60245,PCDH7,Protocadherin-7,PCDH7_HUMAN,0.622831320440291,0.0065597667638483,116070.93,435,16.184971098265898,127.7652816772461
O60256,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2,KPRB_HUMAN,1.028758046667131,0.0016233766233766,40925.73,371,28.516377649325626,97.46749114990234
O60262,GNG7,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,GBG7_HUMAN,0.6045708616497192,0.0073810825587752,7521.75,196,62.23506743737958,142.2049102783203
O60268,KIAA0513,Uncharacterized protein KIAA0513,K0513_HUMAN,1.29251729278737,0.0073810825587752,46638.57,148,71.48362235067437,74.51549530029297
O60269,GPRIN2,G protein-regulated inducer of neurite outgrowth 2,GRIN2_HUMAN,0.5442244408559556,0.0087347803070407,47450.29,25,95.18304431599229,56.08256912231445
O60279,SUSD5,Sushi domain-containing protein 5,SUSD5_HUMAN,0.4585200407961531,0.0016233766233766,68021.15,519,0.0,7732.24462890625
O60281,ZNF292,Zinc finger protein 292,ZN292_HUMAN,0.9769959499038916,0.0073810825587752,304815.68,265,48.94026974951831,500.9262084960938
O60306,AQR,RNA helicase aquarius,AQR_HUMAN,0.6801276950916103,0.0073810825587752,171295.28,388,25.240847784200387,657.5098571777344
O60313,OPA1,"Dynamin-like GTPase OPA1, mitochondrial",OPA1_HUMAN,1.170185978314302,0.0073810825587752,111630.65,107,79.38342967244701,71.969482421875
O60330,PCDHGA12,Protocadherin gamma-A12,PCDGC_HUMAN,3.9186533949225,0.0073810825587752,100955.1,99,80.92485549132948,53.12914276123047
O60333,KIF1B,Kinesin-like protein KIF1B,KIF1B_HUMAN,1.062175271989313,0.0073810825587752,204476.31,4,99.22928709055877,141.1963653564453
