"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status"
"A2PYH4","HFM1","Probable ATP-dependent DNA helicase HFM1","HFM1_HUMAN",1.07100252571256,0.0073810825587752,"162609.8",11,153,0.0718954248366013,13,186,0.0698924731182796,17,176,0.0965909090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00200295171832174,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A2RRP1","NBAS","NBAS subunit of NRZ tethering complex","NBAS_HUMAN",0.740882569533234,0.0073810825587752,"268571.31",15,153,0.0980392156862745,17,186,0.0913978494623656,23,176,0.130681818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00664136622390891,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A2RUS2","DENND3","DENN domain-containing protein 3","DEND3_HUMAN",1.39732138246481,0.0072727272727272,"135890.04",37,153,0.241830065359477,61,186,0.327956989247312,49,176,0.278409090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0861269238878347,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A4D1P6","WDR91","WD repeat-containing protein 91","WDR91_HUMAN",0.652053910813449,0.0072727272727272,"83344.4",67,153,0.437908496732026,81,186,0.435483870967742,72,176,0.409090909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.00242462576428421,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A6NDG6","PGP","Glycerol-3-phosphate phosphatase","PGP_HUMAN",0.62621612819091,0.0058910162002945,"34006.06",140,153,0.915032679738562,172,186,0.924731182795699,153,176,0.869318181818182,TRUE,"Low_vs_Control",0.171924174704176,0.372459303578682,0.0598276036158166,1,"ok","ok",0.00969850305713682,FALSE,FALSE,"Neither",TRUE,"tested"
"A6NDU8","RIMOC1","RAB7A-interacting MON1-CCZ1 complex subunit 1","RIMC1_HUMAN",0.980974358552464,0.0055467511885895,"33620.39",40,153,0.261437908496732,44,186,0.236559139784946,41,176,0.232954545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0248787687117858,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A6NH11","GLTPD2","Glycolipid transfer protein domain-containing protein 2","GLTD2_HUMAN",0.666754554533093,0.0073810825587752,"31641.6",84,153,0.549019607843137,121,186,0.650537634408602,94,176,0.534090909090909,TRUE,"Low_vs_Control",,,0.384784525044142,1,"ok","ok",0.101518026565465,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A6NHL2","TUBAL3","Tubulin alpha chain-like 3","TBAL3_HUMAN",0.707226377088288,0.0073810825587752,"49908.73",4,153,0.0261437908496732,1,186,0.00537634408602151,6,176,0.0340909090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0207674467636517,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A6NL88","SHISA7","Protein shisa-7","SHSA7_HUMAN",0.707442843905532,0.0040983606557377,"56213.58",143,153,0.934640522875817,185,186,0.994623655913978,165,176,0.9375,TRUE,"Low_vs_Control",0.314616651463242,0.234167053513998,2.42282561209456,0.879401250444316,"ok","ok",0.0599831330381615,FALSE,FALSE,"Neither",TRUE,"tested"
"A6NM11;A6NMS7","LRRC37A2;LRRC37A","Leucine-rich repeat-containing protein 37A2;Leucine-rich repeat-containing protein 37A","L37A2_HUMAN;L37A1_HUMAN",0.577355915237195,0.0072727272727272,"188392.54;188258.42",142,153,0.928104575163399,170,186,0.913978494623656,151,176,0.857954545454545,TRUE,"Low_vs_Control",-0.031274344390515,0.926029409315229,-0.143591484017773,1,"ok","ok",-0.0141260805397428,FALSE,FALSE,"Neither",TRUE,"tested"
"A6NML5","TMEM212","Transmembrane protein 212","TM212_HUMAN",1.29266132607533,0.0073810825587752,"21425.22",109,153,0.712418300653595,142,186,0.763440860215054,123,176,0.698863636363636,TRUE,"Low_vs_Control",,,0.267090725707133,1,"ok","ok",0.051022559561459,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A6QL63","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3","ABTB3_HUMAN",1.02837221959094,0.0072727272727272,"120884.07",6,153,0.0392156862745098,9,186,0.0483870967741935,11,176,0.0625,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.00917141049968374,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A8CG34;Q96HA1","POM121C;POM121","Nuclear envelope pore membrane protein POM 121C;Nuclear envelope pore membrane protein POM 121","P121C_HUMAN;P121A_HUMAN",0.573458512716034,0.0073810825587752,"125091.91;127720.35",44,153,0.287581699346405,55,186,0.295698924731183,43,176,0.244318181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0081172253847776,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A8K0Z3;A8MWX3;C4AMC7;Q6VEQ5;Q9NQA3","WASHC1;WASH4P;WASH3P;WASH2P;WASH6P","WASH complex subunit 1;Putative WAS protein family homolog 4;Putative WAS protein family homolog 3;WAS protein family homolog 2;WAS protein family homolog 6","WASH1_HUMAN;WASH4_HUMAN;WASH3_HUMAN;WASH2_HUMAN;WASH6_HUMAN",0.859991632867188,0.0072727272727272,"50327.93;51595.46;49994.54;50312.01;47990.08",10,153,0.065359477124183,13,186,0.0698924731182796,14,176,0.0795454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.00453299599409655,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A8K2U0","A2ML1","Alpha-2-macroglobulin-like protein 1","A2ML1_HUMAN",1.52872015098005,0.0040983606557377,"161106.52",104,153,0.679738562091503,105,186,0.564516129032258,110,176,0.625,TRUE,"Low_vs_Control",,,-0.376832800249991,1,"ok","ok",-0.115222433059245,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"A8MYB1","TMCO5B","Transmembrane and coiled-coil domain-containing protein 5B","TMC5B_HUMAN",1.23929034553155,0.0073810825587752,"35762.99",141,153,0.92156862745098,175,186,0.940860215053763,154,176,0.875,TRUE,"Low_vs_Control",0.346017648029246,0.196607554193197,0.179557531073475,1,"ok","ok",0.0192915876027832,FALSE,FALSE,"Neither",TRUE,"tested"
"B0I1T2","MYO1G","Unconventional myosin-Ig","MYO1G_HUMAN",0.595634196915515,0.0040983606557377,"116442.07",153,153,1,182,186,0.978494623655914,169,176,0.960227272727273,TRUE,"Low_vs_Control",0.101055460706831,0.563238648346043,,,"separation_nonfinite_MLE","separation_nonfinite_MLE",-0.021505376344086,FALSE,,"Not jointly evaluable",TRUE,"tested"
"B2RUZ4","SMIM1","Small integral membrane protein 1","SMIM1_HUMAN",0.665536820202589,0.0072727272727272,"8749.12",132,153,0.862745098039216,169,186,0.908602150537634,145,176,0.823863636363636,TRUE,"Low_vs_Control",-0.01895666061756,0.976467811219045,0.321652213185861,1,"ok","ok",0.0458570524984186,FALSE,FALSE,"Neither",TRUE,"tested"
"B5ME19;Q99613","EIF3CL;EIF3C","Eukaryotic translation initiation factor 3 subunit C-like protein;Eukaryotic translation initiation factor 3 subunit C","EIFCL_HUMAN;EIF3C_HUMAN",0.502369023067359,0.0073810825587752,"105472.91;105343.79",18,153,0.117647058823529,20,186,0.10752688172043,20,176,0.113636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0101201771030993,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"E9PAV3","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form","NACAM_HUMAN",0.555773265145317,0.0065597667638483,"205421.52",121,153,0.790849673202614,150,186,0.806451612903226,144,176,0.818181818181818,TRUE,"Low_vs_Control",0.109230349782105,0.64867932780403,0.126666405754554,1,"ok","ok",0.0156019397006114,FALSE,FALSE,"Neither",TRUE,"tested"
"L0R6Q1","SLC35A4","SLC35A4 upstream open reading frame protein","S35U4_HUMAN",0.915349651850889,0.0073810825587752,"11132.78",3,153,0.0196078431372549,7,186,0.0376344086021505,8,176,0.0454545454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0180265654648956,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00116","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal","ADAS_HUMAN",1.54922916172451,0.0073810825587752,"72911.81",22,153,0.143790849673203,23,186,0.123655913978495,20,176,0.113636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.020134935694708,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00139","KIF2A","Kinesin-like protein KIF2A","KIF2A_HUMAN",1.89292226326667,0.0040983606557377,"79954.54",77,153,0.503267973856209,103,186,0.553763440860215,102,176,0.579545454545455,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0504954670040059,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00148","DDX39A","ATP-dependent RNA helicase DDX39A","DX39A_HUMAN",1.17802521084742,0.0072727272727272,"49129.51",53,153,0.34640522875817,66,186,0.354838709677419,59,176,0.335227272727273,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.00843348091924945,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00151","PDLIM1","PDZ and LIM domain protein 1","PDLI1_HUMAN",2.15830487625841,0.0040983606557377,"36071.71",144,153,0.941176470588235,177,186,0.951612903225806,166,176,0.943181818181818,TRUE,"Low_vs_Control",-0.145714533662545,0.752340176077277,0.215675916711203,1,"ok","ok",0.0104364326375712,FALSE,FALSE,"Neither",TRUE,"tested"
"O00154","ACOT7","Cytosolic acyl coenzyme A thioester hydrolase","BACH_HUMAN",0.93681632759802,0.0072727272727272,"41796.02",98,153,0.640522875816993,107,186,0.575268817204301,99,176,0.5625,TRUE,"Low_vs_Control",,,-0.369327387069969,1,"ok","ok",-0.0652540586126923,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00159","MYO1C","Unconventional myosin-Ic","MYO1C_HUMAN",0.881304218775595,0.0040983606557377,"121681.67",105,153,0.686274509803922,138,186,0.741935483870968,123,176,0.698863636363636,TRUE,"Low_vs_Control",,,0.111870577249081,1,"ok","ok",0.0556609740670462,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00160","MYO1F","Unconventional myosin-If","MYO1F_HUMAN",1.20055277759016,0.006765899864682,"124844.28",78,153,0.509803921568627,115,186,0.618279569892473,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,0.377874963654452,1,"ok","ok",0.108475648323846,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00161","SNAP23","Synaptosomal-associated protein 23","SNP23_HUMAN",1.8950199649291,0.0040983606557377,"23354.04",123,153,0.803921568627451,142,186,0.763440860215054,130,176,0.738636363636364,TRUE,"Low_vs_Control",0.0597175026262518,0.900810202957527,-0.298235442522642,1,"ok","ok",-0.0404807084123973,FALSE,FALSE,"Neither",TRUE,"tested"
"O00170","AIP","AH receptor-interacting protein","AIP_HUMAN",0.944374287325595,0.0073810825587752,"37664.06",20,153,0.130718954248366,27,186,0.145161290322581,29,176,0.164772727272727,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0144423360742146,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00175","CCL24","C-C motif chemokine 24","CCL24_HUMAN",2.81208583014095,0.0073810825587752,"13133.53",29,153,0.189542483660131,36,186,0.193548387096774,21,176,0.119318181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.00400590343664348,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00186","STXBP3","Syntaxin-binding protein 3","STXB3_HUMAN",1.55897872007872,0.0073810825587752,"67764.27",133,153,0.869281045751634,163,186,0.876344086021505,140,176,0.795454545454545,TRUE,"Low_vs_Control",0.114401893919457,0.673731211551987,-0.0417749278420198,1,"ok","ok",0.00706304026987137,FALSE,FALSE,"Neither",TRUE,"tested"
"O00187","MASP2","Mannan-binding lectin serine protease 2","MASP2_HUMAN",0.52352587947838,0.0016233766233766,"75702.36",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.128711233310995,0.485697310847791,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"O00194","RAB27B","Ras-related protein Rab-27B","RB27B_HUMAN",2.60025452460292,0.0016233766233766,"24607.84",139,153,0.908496732026144,175,186,0.940860215053763,160,176,0.909090909090909,TRUE,"Low_vs_Control",-0.0846620075790057,0.941382874304833,0.372733501898351,1,"ok","ok",0.0323634830276197,FALSE,FALSE,"Neither",TRUE,"tested"
"O00203","AP3B1","AP-3 complex subunit beta-1","AP3B1_HUMAN",1.28167896414707,0.0040983606557377,"121320.17",83,153,0.542483660130719,111,186,0.596774193548387,94,176,0.534090909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0542905334176682,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00204","SULT2B1","Sulfotransferase 2B1","ST2B1_HUMAN",1.2744195722266,0.0073810825587752,"41307.71",16,153,0.104575163398693,30,186,0.161290322580645,19,176,0.107954545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0567151591819523,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00231","PSMD11","26S proteasome non-ATPase regulatory subunit 11","PSD11_HUMAN",0.971234244886624,0.0016233766233766,"47463.77",144,153,0.941176470588235,171,186,0.919354838709677,159,176,0.903409090909091,TRUE,"Low_vs_Control",-0.00516756590727674,0.992276652640347,-0.338260787591873,1,"ok","ok",-0.0218216318785579,FALSE,FALSE,"Neither",TRUE,"tested"
"O00232","PSMD12","26S proteasome non-ATPase regulatory subunit 12","PSD12_HUMAN",6.63296328533672,0.0055467511885895,"52904.4",134,153,0.875816993464052,161,186,0.865591397849462,147,176,0.835227272727273,TRUE,"Low_vs_Control",-0.191687794217657,0.511975901645622,-0.0610933842775832,1,"ok","ok",-0.0102255956145899,FALSE,FALSE,"Neither",TRUE,"tested"
"O00233","PSMD9","26S proteasome non-ATPase regulatory subunit 9","PSMD9_HUMAN",0.875342235609883,0.0016233766233766,"24681.81",120,153,0.784313725490196,141,186,0.758064516129032,120,176,0.681818181818182,TRUE,"Low_vs_Control",,,-0.195526802912871,1,"ok","ok",-0.0262492093611638,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00241","SIRPB1","Signal-regulatory protein beta-1","SIRB1_HUMAN",1.92779309211025,0.0073810825587752,"43211.11",22,153,0.143790849673203,29,186,0.155913978494624,30,176,0.170454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0121231288214211,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00244","ATOX1","Copper transport protein ATOX1","ATOX1_HUMAN",1.19745182127646,0.0072727272727272,"7401.62",24,153,0.156862745098039,27,186,0.145161290322581,32,176,0.181818181818182,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0117014547754586,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00253","AGRP","Agouti-related protein","AGRP_HUMAN",1.05008973339875,0.0073810825587752,"14439.87",1,153,0.0065359477124183,1,186,0.00537634408602151,0,176,0,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0011596036263968,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00264","PGRMC1","Membrane-associated progesterone receptor component 1","PGRC1_HUMAN",1.28625363044722,0.0040983606557377,"21671.15",141,153,0.92156862745098,176,186,0.946236559139785,148,176,0.840909090909091,TRUE,"Low_vs_Control",0.0582512700331801,0.863641229734237,0.553720612168489,1,"ok","ok",0.0246679316888047,FALSE,FALSE,"Neither",TRUE,"tested"
"O00292;O75610","LEFTY2;LEFTY1","Left-right determination factor 2;Left-right determination factor 1","LFTY2_HUMAN;LFTY1_HUMAN",0.62760445501214,0.0073810825587752,"40920.19;40880.08",18,153,0.117647058823529,24,186,0.129032258064516,30,176,0.170454545454545,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0113851992409867,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00299","CLIC1","Chloride intracellular channel protein 1","CLIC1_HUMAN",1.5004411511433,0.0016233766233766,"26922.72",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",-0.114792952604882,0.63776268288797,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"O00303","EIF3F","Eukaryotic translation initiation factor 3 subunit F","EIF3F_HUMAN",2.47923540795651,0.0073810825587752,"37563.85",53,153,0.34640522875817,65,186,0.349462365591398,45,176,0.255681818181818,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.00305713683322795,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00339","MATN2","Matrilin-2","MATN2_HUMAN",0.665870393935437,0.0040983606557377,"106836.92",142,153,0.928104575163399,173,186,0.93010752688172,158,176,0.897727272727273,TRUE,"Low_vs_Control",0.275814258167205,0.189625070543279,0.123219006460701,1,"ok","ok",0.00200295171832165,FALSE,FALSE,"Neither",TRUE,"tested"
"O00391","QSOX1","Sulfhydryl oxidase 1","QSOX1_HUMAN",0.619354072556532,0.0016233766233766,"82577.73",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.269538943251728,0.107413442080389,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"O00410","IPO5","Importin-5","IPO5_HUMAN",0.84560932877311,0.0072727272727272,"123629.93",130,153,0.849673202614379,150,186,0.806451612903226,135,176,0.767045454545455,TRUE,"Low_vs_Control",-0.00584267304035269,0.991742678411211,-0.324137444342932,1,"ok","ok",-0.0432215897111533,FALSE,FALSE,"Neither",TRUE,"tested"
"O00429","DNM1L","Dynamin-1-like protein","DNM1L_HUMAN",2.28524054726164,0.0040983606557377,"81877.15",132,153,0.862745098039216,150,186,0.806451612903226,140,176,0.795454545454545,TRUE,"Low_vs_Control",0.172797298439562,0.67237925433687,-0.52401485575907,1,"ok","ok",-0.05629348513599,FALSE,FALSE,"Neither",TRUE,"tested"
"O00442","RTCA","RNA 3'-terminal phosphate cyclase","RTCA_HUMAN",0.86070324386658,0.0073810825587752,"39336.73",59,153,0.38562091503268,75,186,0.403225806451613,64,176,0.363636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",0.0176048914189331,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00453","LST1","Leukocyte-specific transcript 1 protein","LST1_HUMAN",0.826904392413283,0.0073810825587752,"10792.39",35,153,0.228758169934641,37,186,0.198924731182796,38,176,0.215909090909091,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0298334387518448,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00461","GOLIM4","Golgi integral membrane protein 4","GOLI4_HUMAN",0.572146146565064,0.0016233766233766,"81880.31",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.101185732334564,0.585359068561597,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"O00468","AGRN","Agrin","AGRIN_HUMAN",0.475073936794596,0.0016233766233766,"217319.53",153,153,1,186,186,1,176,176,1,TRUE,"Low_vs_Control",0.0972162124252183,0.481650011422999,,,"constant_detection","constant_detection",0,FALSE,,"Not jointly evaluable",TRUE,"tested"
"O00471","EXOC5","Exocyst complex component 5","EXOC5_HUMAN",1.16977115912893,0.0073810825587752,"81852.87",26,153,0.169934640522876,29,186,0.155913978494624,20,176,0.113636363636364,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0140206620282522,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00483","COXFA4","Cytochrome c oxidase subunit FA4","CXFA4_HUMAN",1.39257537410493,0.0073810825587752,"9369.86",41,153,0.26797385620915,43,186,0.231182795698925,61,176,0.346590909090909,FALSE,"Low_vs_Control",,,,,,"outside_detection_analysis_universe",-0.0367910605102256,,,"Not jointly evaluable",FALSE,"outside_core_quantitative_set"
"O00487","PSMD14","Ubiquitin C-terminal hydrolase PSMD14","PSDE_HUMAN",3.17404170117479,0.0040983606557377,"34577.03",137,153,0.895424836601307,162,186,0.870967741935484,147,176,0.835227272727273,TRUE,"Low_vs_Control",-0.136011477074241,0.726812300415312,-0.162822528116547,1,"ok","ok",-0.0244570946658234,FALSE,FALSE,"Neither",TRUE,"tested"
