"Contrast","logOR","OR","SE","CI_low_OR","CI_high_OR","P","N_samples","Zero_cells","Model_status","Detail","PG.ProteinGroups","Model","FDR"
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O14983","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O14983","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O14983","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15031","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15031","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15031","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15084","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15084","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15084","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15117","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15117","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15117","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15143","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15143","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15143","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15144","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15144","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15144","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15145","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15145","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15145","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O15204","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O15204","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O15204","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O15335","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O15335","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O15335","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15400","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15400","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15400","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O15466","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O15466","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O15466","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15498","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15498","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15498","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15511","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15511","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O15511","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43149","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43149","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43149","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O43157","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O43157","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O43157","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43173","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43173","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43173","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43242","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43242","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43242","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43396","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43396","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43396","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43399","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43399","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43399","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43488","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43488","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43488","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43491","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43491","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43491","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43505","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43505","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43505","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43529","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43529","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43529","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43665","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43665","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43665","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43681","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43681","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43681","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43707","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43707","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43707","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43847","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43847","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43847","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O43852","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O43852","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O43852","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O43866","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O43866","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O43866","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43897","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43897","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O43897","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60229","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60229","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60229","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60234","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60234","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60234","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60240","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60240","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60240","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60245","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60245","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60245","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60256","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60256","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60256","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O60279","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O60279","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O60279","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60306","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60306","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60306","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O60462","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O60462","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O60462","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60476","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60476","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60476","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60488","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60488","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60488","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60493","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60493","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60493","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60506","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60506","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60506","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60610","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60610","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60610","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60613","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60613","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60613","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60664","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60664","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60664","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60667","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60667","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60667","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60704","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60704","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60704","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60763","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60763","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60763","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60844","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60844","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60844","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60884","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60884","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60884","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60888","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60888","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60888","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60936","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60936","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O60936","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75015","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75015","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75015","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75081","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75081","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75081","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75083","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75083","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O75083","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75116","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75116","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75116","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75144","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75144","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75144","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75147","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75147","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75147","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75165","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75165","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75165","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75170","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75170","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75170","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75223","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75223","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75223","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75309","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75309","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75309","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75339","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75339","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O75339","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75340","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75340","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O75340","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75347","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75347","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75347","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75351","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75351","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75351","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75356","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75356","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75356","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75367","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75367","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75367","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75368","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75368","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75368","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75390","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75390","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75390","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O75487","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O75487","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O75487","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75531","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75531","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75531","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75558","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75558","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75558","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75596","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75596","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75596","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75608","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75608","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75608","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75636","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75636","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O75636","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75695","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75695","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75695","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O75752","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O75752","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"separation_nonfinite_MLE","","O75752","Acquisition",
"Low_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75787","Acquisition",
"High_vs_Control",,,,,,,515,TRUE,"constant_detection","","O75787","Acquisition",
"High_vs_Low",,,,,,,515,TRUE,"constant_detection","","O75787","Acquisition",
"Low_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75822","Acquisition",
"High_vs_Control",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75822","Acquisition",
"High_vs_Low",,,,,,,515,FALSE,"separation_nonfinite_MLE","","O75822","Acquisition",
